oracle_call,neural_reward,blind_reward,single_reward,neural_silent,blind_silent
1095,506.000,123.500,75.000,0,0
1096,506.500,123.500,75.000,0,0
1097,507.000,123.500,75.000,0,0
1098,507.500,124.000,75.000,0,0
1099,508.000,124.500,75.000,0,0
1100,508.500,124.500,75.000,0,0
1101,509.000,124.500,75.000,0,0
1102,509.500,124.500,75.000,0,0
1103,510.000,124.500,75.000,0,0
1104,510.000,124.500,75.000,0,0
1105,510.500,125.000,75.000,0,0
1106,511.000,125.000,75.000,0,0
1107,511.500,125.500,75.500,0,0
1108,512.000,126.000,75.500,0,0
1109,512.500,126.000,75.500,0,0
1110,513.000,126.500,75.500,0,0
1111,513.500,126.500,76.000,0,0
1112,514.000,126.500,76.000,0,0
1113,514.500,126.500,76.000,0,0
1114,515.000,126.500,76.000,0,0
1115,515.500,126.500,76.000,0,0
1116,516.000,126.500,76.000,0,0
1117,516.500,126.500,76.000,0,0
1118,517.000,126.500,76.000,0,0
1119,517.500,126.500,76.500,0,0
1120,518.000,126.500,76.500,0,0
1121,518.500,127.000,76.500,0,0
1122,519.000,127.000,76.500,0,0
1123,519.500,127.000,76.500,0,0
1124,520.000,127.000,76.500,0,0
1125,520.500,127.000,76.500,0,0
1126,521.000,127.500,76.500,0,0
1127,521.500,127.500,76.500,0,0
1128,522.000,127.500,76.500,0,0
1129,522.500,127.500,76.500,0,0
1130,523.000,127.500,76.500,0,0
1131,523.500,127.500,76.500,0,0
1132,524.000,127.500,76.500,0,0
1133,524.500,127.500,76.500,0,0
1134,525.000,128.000,76.500,0,0
1135,525.500,128.000,76.500,0,0
1136,526.000,128.000,77.000,0,0
1137,526.500,128.000,77.000,0,0
1138,526.500,128.000,77.000,0,0
1139,527.000,128.500,77.000,0,0
1140,527.500,128.500,77.000,0,0
1141,528.000,129.000,77.000,0,0
1142,528.500,129.000,77.000,0,0
1143,529.000,129.500,77.000,0,0
1144,529.500,129.500,77.000,0,0
1145,530.000,129.500,77.000,0,0
1146,530.500,129.500,77.000,0,0
1147,531.000,129.500,77.500,0,0
1148,531.500,129.500,77.500,0,0
1149,532.000,129.500,77.500,0,0
1150,532.500,129.500,77.500,0,0
1151,533.000,129.500,77.500,0,0
1152,533.500,130.000,77.500,0,0
1153,534.000,130.000,77.500,0,0
1154,534.500,130.000,77.500,0,0
1155,535.000,130.000,78.000,0,0
1156,535.500,130.000,78.000,0,0
1157,536.000,130.000,78.000,0,0
1158,536.500,130.000,78.000,0,0
1159,537.000,130.000,78.000,0,0
1160,537.500,130.000,78.000,0,0
1161,538.000,130.000,78.000,0,0
1162,538.500,130.000,78.000,0,0
1163,539.000,130.500,78.000,0,0
1164,539.000,131.000,78.500,0,0
1165,539.500,131.000,78.500,0,0
1166,540.000,131.000,78.500,0,0
1167,540.500,131.000,79.000,0,0
1168,541.000,131.500,79.000,0,0
1169,541.500,131.500,79.000,0,0
1170,542.000,131.500,79.000,0,0
1171,542.500,132.000,79.000,0,0
1172,543.000,132.000,79.000,0,0
1173,543.500,132.000,79.000,0,0
1174,544.000,132.000,79.000,0,0
1175,544.500,132.000,79.000,0,0
1176,545.000,132.000,79.000,0,0
1177,545.500,132.000,79.000,0,0
1178,546.000,132.000,79.000,0,0
1179,546.500,132.000,79.000,0,0
1180,547.000,132.000,79.000,0,0
1181,547.500,132.000,79.000,0,0
1182,548.000,132.500,79.000,0,0
1183,548.000,132.500,79.000,0,0
1184,548.500,133.000,79.000,0,0
1185,549.000,133.500,79.000,0,0
1186,549.500,133.500,79.000,0,0
1187,550.000,134.000,79.500,0,0
1188,550.500,134.000,80.000,0,0
1189,551.000,134.000,80.000,0,0
1190,551.500,134.000,80.500,0,0
1191,552.000,134.000,80.500,0,0
1192,552.500,134.000,80.500,0,0
1193,553.000,134.000,80.500,0,0
1194,553.500,134.000,80.500,0,0
1195,554.000,134.000,80.500,0,0
1196,554.500,134.000,80.500,0,0
1197,555.000,134.000,80.500,0,0
1198,555.500,134.000,80.500,0,0
1199,556.000,134.000,80.500,0,0
1200,556.500,134.500,80.500,0,0
1201,557.000,135.000,80.500,0,0
1202,557.500,135.000,80.500,0,0
1203,558.000,135.000,80.500,0,0
1204,558.500,135.000,80.500,0,0
1205,559.000,135.000,80.500,0,0
1206,559.500,135.000,81.000,0,0
1207,560.000,135.000,81.000,0,0
1208,560.500,135.000,81.500,0,0
1209,561.000,135.000,81.500,0,0
1210,561.500,135.500,81.500,0,0
1211,562.000,135.500,82.000,0,0
1212,562.500,135.500,82.000,0,0
1213,563.000,136.000,82.000,0,0
1214,563.000,136.000,82.000,0,0
1215,563.500,136.000,82.000,0,0
1216,564.000,136.000,82.000,0,0
1217,564.500,136.000,82.000,0,0
1218,565.000,136.000,82.000,0,0
1219,565.500,136.500,82.500,0,0
1220,566.000,136.500,83.000,0,0
1221,566.500,136.500,83.000,0,0
1222,567.000,136.500,83.000,0,0
1223,567.500,137.000,83.000,0,0
1224,568.000,137.000,83.000,0,0
1225,568.500,137.000,83.000,0,0
1226,569.000,137.000,83.000,0,0
1227,569.500,137.000,83.000,0,0
1228,570.000,137.500,83.000,0,0
1229,570.500,137.500,83.000,0,0
1230,571.000,137.500,83.500,0,0
1231,571.500,138.000,83.500,0,0
1232,572.000,138.000,83.500,0,0
1233,572.500,138.000,83.500,0,0
1234,573.000,138.000,83.500,0,0
1235,573.500,138.000,84.000,0,0
1236,574.000,138.000,84.000,0,0
1237,574.500,138.000,84.000,0,0
1238,575.000,138.000,84.000,0,0
1239,575.500,138.000,84.500,0,0
1240,576.000,138.000,84.500,0,0
1241,576.500,138.000,84.500,0,0
1242,577.000,138.000,84.500,0,0
1243,577.500,138.000,84.500,0,0
1244,578.000,138.000,84.500,0,0
1245,578.500,138.500,84.500,0,0
1246,579.000,138.500,85.000,0,0
1247,579.500,138.500,85.000,0,0
1248,580.000,138.500,85.000,0,0
1249,580.500,138.500,85.000,0,0
1250,581.000,138.500,85.000,0,0
1251,581.500,138.500,85.000,0,0
1252,582.000,138.500,85.500,0,0
1253,582.500,138.500,85.500,0,0
1254,583.000,139.000,85.500,0,0
1255,583.500,139.000,85.500,0,0
1256,584.000,139.000,85.500,0,0
1257,584.500,139.000,86.000,0,0
1258,585.000,139.000,86.000,0,0
1259,585.500,139.000,86.000,0,0
1260,586.000,139.000,86.000,0,0
1261,586.500,139.000,86.000,0,0
1262,587.000,139.000,86.000,0,0
1263,587.500,139.000,86.000,0,0
1264,588.000,139.000,86.000,0,0
1265,588.500,139.000,86.500,0,0
1266,588.500,139.500,86.500,0,0
1267,589.000,139.500,86.500,0,0
1268,589.500,139.500,86.500,0,0
1269,590.000,139.500,86.500,0,0
1270,590.500,139.500,86.500,0,0
1271,591.000,139.500,86.500,0,0
1272,591.500,139.500,87.000,0,0
1273,592.000,139.500,87.000,0,0
1274,592.500,139.500,87.000,0,0
1275,593.000,139.500,87.000,0,0
1276,593.500,139.500,87.000,0,0
1277,594.000,139.500,87.000,0,0
1278,594.500,139.500,87.000,0,0
1279,595.000,139.500,87.000,0,0
1280,595.500,139.500,87.000,0,0
1281,596.000,139.500,87.000,0,0
1282,596.500,139.500,87.500,0,0
1283,597.000,139.500,87.500,0,0
1284,597.500,139.500,87.500,0,0
1285,598.000,140.000,87.500,0,0
1286,598.500,140.000,87.500,0,0
1287,599.000,140.000,87.500,0,0
1288,599.500,140.000,88.000,0,0
1289,600.000,140.500,88.500,0,0
1290,600.500,141.000,88.500,0,0
1291,600.500,141.000,88.500,0,0
1292,601.000,141.000,89.000,0,0
1293,601.500,141.000,89.000,0,0
1294,602.000,141.000,89.000,0,0
1295,602.500,141.000,89.000,0,0
1296,603.000,141.000,89.500,0,0
1297,603.500,141.000,89.500,0,0
1298,604.000,141.000,89.500,0,0
1299,604.500,141.500,89.500,0,0
1300,605.000,141.500,89.500,0,0
1301,605.500,142.000,89.500,0,0
1302,606.000,142.000,89.500,0,0
1303,606.500,142.000,90.000,0,0
1304,607.000,142.500,90.000,0,0
1305,607.500,143.000,90.000,0,0
1306,608.000,143.000,90.000,0,0
1307,608.500,143.000,90.000,0,0
1308,609.000,143.000,90.000,0,0
1309,609.500,143.000,90.000,0,0
1310,610.000,143.000,90.000,0,0
1311,610.500,143.000,90.500,0,0
1312,611.000,143.000,90.500,0,0
1313,611.500,143.000,90.500,0,0
1314,612.000,143.000,90.500,0,0
1315,612.500,143.000,90.500,0,0
1316,613.000,143.000,90.500,0,0
1317,613.500,143.000,90.500,0,0
1318,614.000,143.000,90.500,0,0
1319,614.500,143.000,90.500,0,0
1320,615.000,143.000,90.500,0,0
1321,615.500,143.000,90.500,0,0
1322,616.000,143.000,90.500,0,0
1323,616.500,143.000,90.500,0,0
1324,617.000,143.000,90.500,0,0
1325,617.500,143.500,91.000,0,0
1326,618.000,144.000,91.000,0,0
1327,618.500,144.500,91.000,0,0
1328,619.000,144.500,91.500,0,0
1329,619.500,144.500,91.500,0,0
1330,620.000,144.500,91.500,0,0
1331,620.500,144.500,91.500,0,0
1332,621.000,145.000,92.000,0,0
1333,621.500,145.000,92.000,0,0
1334,622.000,145.000,92.000,0,0
1335,622.500,145.000,92.500,0,0
1336,623.000,145.000,92.500,0,0
1337,623.500,145.000,92.500,0,0
1338,624.000,145.000,93.000,0,0
1339,624.500,145.000,93.000,0,0
1340,625.000,145.000,93.000,0,0
1341,625.500,145.500,93.000,0,0
1342,626.000,146.000,93.000,0,0
1343,626.500,146.000,93.000,0,0
1344,627.000,146.000,93.000,0,0
1345,627.500,146.000,93.000,0,0
1346,628.000,146.000,93.000,0,0
1347,628.500,146.000,93.000,0,0
1348,629.000,146.000,93.500,0,0
1349,629.500,146.000,93.500,0,0
1350,630.000,146.000,93.500,0,0
1351,630.500,146.000,93.500,0,0
1352,631.000,146.000,93.500,0,0
1353,631.500,146.000,93.500,0,0
1354,632.000,146.500,93.500,0,0
1355,632.500,146.500,93.500,0,0
1356,633.000,146.500,93.500,0,0
1357,633.500,147.000,93.500,0,0
1358,634.000,147.000,93.500,0,0
1359,634.500,147.500,93.500,0,0
1360,635.000,147.500,93.500,0,0
1361,635.500,147.500,93.500,0,0
1362,636.000,147.500,93.500,0,0
1363,636.500,147.500,93.500,0,0
1364,637.000,147.500,93.500,0,0
1365,637.500,147.500,93.500,0,0
1366,638.000,147.500,93.500,0,0
1367,638.500,147.500,93.500,0,0
1368,639.000,147.500,93.500,0,0
1369,639.500,147.500,93.500,0,0
1370,640.000,147.500,93.500,0,0
1371,640.500,147.500,94.000,0,0
1372,640.500,147.500,94.000,0,0
1373,641.000,147.500,94.000,0,0
1374,641.500,147.500,94.000,0,0
1375,642.000,147.500,94.000,0,0
1376,642.500,147.500,94.000,0,0
1377,643.000,147.500,94.000,0,0
1378,643.500,147.500,94.000,0,0
1379,644.000,147.500,94.500,0,0
1380,644.500,147.500,94.500,0,0
1381,645.000,148.000,94.500,0,0
1382,645.500,148.000,94.500,0,0
1383,646.000,148.500,95.000,0,0
1384,646.500,148.500,95.000,0,0
1385,647.000,149.000,95.000,0,0
1386,647.500,149.000,95.000,0,0
1387,648.000,149.500,95.000,0,0
1388,648.500,149.500,95.000,0,0
1389,649.000,149.500,95.000,0,0
1390,649.500,149.500,95.000,0,0
1391,650.000,149.500,95.000,0,0
1392,650.500,150.000,95.000,0,0
1393,651.000,150.000,95.500,0,0
1394,651.500,150.000,95.500,0,0
1395,652.000,150.000,95.500,0,0
1396,652.500,150.000,95.500,0,0
1397,653.000,150.000,95.500,0,0
1398,653.500,150.000,95.500,0,0
1399,654.000,150.000,95.500,0,0
1400,654.500,150.000,95.500,0,0
1401,655.000,150.500,96.000,0,0
1402,655.500,150.500,96.500,0,0
1403,656.000,150.500,97.000,0,0
1404,656.500,150.500,97.000,0,0
1405,657.000,150.500,97.000,0,0
1406,657.500,151.000,97.000,0,0
1407,658.000,151.000,97.000,0,0
1408,658.500,151.000,97.000,0,0
1409,659.000,151.000,97.500,0,0
1410,659.500,151.500,97.500,0,0
1411,660.000,151.500,98.000,0,0
1412,660.500,151.500,98.000,0,0
1413,661.000,152.000,98.000,0,0
1414,661.500,152.000,98.000,0,0
1415,662.000,152.000,98.000,0,0
1416,662.500,152.000,98.000,0,0
1417,663.000,152.000,98.000,0,0
1418,663.500,152.000,98.000,0,0
1419,664.000,152.000,98.000,0,0
1420,664.500,152.000,98.000,0,0
1421,665.000,152.000,98.000,0,0
1422,665.500,152.500,98.000,0,0
1423,666.000,152.500,98.000,0,0
1424,666.500,153.000,98.000,0,0
1425,667.000,153.000,98.000,0,0
1426,667.500,153.500,98.000,0,0
1427,668.000,153.500,98.000,0,0
1428,668.500,154.000,98.000,0,0
1429,669.000,154.000,98.000,0,0
1430,669.500,154.500,98.000,0,0
1431,670.000,155.000,98.000,0,0
1432,670.500,155.000,98.000,0,0
1433,671.000,155.000,98.000,0,0
1434,671.500,155.000,98.000,0,0
1435,672.000,155.000,98.000,0,0
1436,672.500,155.000,98.000,0,0
1437,673.000,155.000,98.000,0,0
1438,673.500,155.000,98.000,0,0
1439,674.000,155.500,98.000,0,0
1440,674.500,155.500,98.000,0,0
1441,675.000,156.000,98.500,0,0
1442,675.500,156.000,98.500,0,0
1443,676.000,156.500,98.500,0,0
1444,676.500,156.500,98.500,0,0
1445,677.000,157.000,98.500,0,0
1446,677.500,157.500,98.500,0,0
1447,678.000,158.000,98.500,0,0
1448,678.500,158.000,98.500,0,0
1449,679.000,158.000,98.500,0,0
1450,679.500,158.500,99.000,0,0
1451,680.000,158.500,99.000,0,0
1452,680.500,158.500,99.000,0,0
1453,681.000,158.500,99.000,0,0
1454,681.500,158.500,99.500,0,0
1455,682.000,158.500,99.500,0,0
1456,682.500,158.500,99.500,0,0
1457,683.000,158.500,99.500,0,0
1458,683.500,159.000,99.500,0,0
1459,684.000,159.000,99.500,0,0
1460,684.500,159.000,99.500,0,0
1461,685.000,159.000,99.500,0,0
1462,685.500,159.500,99.500,0,0
1463,686.000,159.500,99.500,0,0
1464,686.500,159.500,99.500,0,0
1465,687.000,160.000,99.500,0,0
1466,687.500,160.000,100.000,0,0
1467,688.000,160.000,100.000,0,0
1468,688.500,160.000,100.000,0,0
1469,689.000,160.000,100.000,0,0
1470,689.500,160.000,100.000,0,0
1471,690.000,160.500,100.000,0,0
1472,690.500,160.500,100.000,0,0
1473,691.000,161.000,100.000,0,0
1474,691.500,161.000,100.000,0,0
1475,692.000,161.000,100.000,0,0
1476,692.500,161.500,100.000,0,0
1477,693.000,161.500,100.000,0,0
1478,693.500,161.500,100.000,0,0
1479,694.000,161.500,100.000,0,0
1480,694.500,161.500,100.000,0,0
1481,695.000,161.500,100.000,0,0
1482,695.500,162.000,100.000,0,0
1483,696.000,162.000,100.500,0,0
1484,696.500,162.000,100.500,0,0
1485,697.000,162.000,101.000,0,0
1486,697.500,162.000,101.500,0,0
1487,698.000,162.500,101.500,0,0
1488,698.500,163.000,101.500,0,0
1489,699.000,163.000,101.500,0,0
1490,699.500,163.000,102.000,0,0
1491,700.000,163.500,102.000,0,0
1492,700.500,164.000,102.000,0,0
1493,701.000,164.000,102.000,0,0
1494,701.500,164.000,102.000,0,0
1495,702.000,164.000,102.500,0,0
1496,702.500,164.000,102.500,0,0
1497,702.500,164.000,102.500,0,0
1498,703.000,164.500,102.500,0,0
1499,703.500,164.500,102.500,0,0
1500,704.000,164.500,102.500,0,0
1501,704.500,164.500,102.500,0,0
1502,705.000,164.500,102.500,0,0
1503,705.500,164.500,102.500,0,0
1504,706.000,164.500,102.500,0,0
1505,706.500,164.500,102.500,0,0
1506,707.000,164.500,102.500,0,0
1507,707.500,164.500,102.500,0,0
1508,708.000,164.500,102.500,0,0
1509,708.500,165.000,102.500,0,0
1510,709.000,165.000,102.500,0,0
1511,709.500,165.000,102.500,0,0
1512,710.000,165.500,103.000,0,0
1513,710.500,165.500,103.000,0,0
1514,711.000,165.500,103.000,0,0
1515,711.500,165.500,103.000,0,0
1516,712.000,166.000,103.000,0,0
1517,712.500,166.000,103.000,0,0
1518,713.000,166.500,103.500,0,0
1519,713.500,166.500,103.500,0,0
1520,714.000,166.500,103.500,0,0
1521,714.500,166.500,103.500,0,0
1522,714.500,166.500,103.500,0,0
1523,715.000,166.500,103.500,0,0
1524,715.500,166.500,103.500,0,0
1525,716.000,166.500,103.500,0,0
1526,716.500,166.500,103.500,0,0
1527,717.000,166.500,103.500,0,0
1528,717.500,167.000,103.500,0,0
1529,718.000,167.000,103.500,0,0
1530,718.500,167.000,103.500,0,0
1531,719.000,167.000,103.500,0,0
1532,719.500,167.500,103.500,0,0
1533,720.000,167.500,103.500,0,0
1534,720.500,167.500,103.500,0,0
1535,721.000,167.500,103.500,0,0
1536,721.500,167.500,103.500,0,0
1537,722.000,167.500,103.500,0,0
1538,722.500,167.500,103.500,0,0
1539,723.000,167.500,103.500,0,0
1540,723.500,167.500,103.500,0,0
1541,724.000,167.500,103.500,0,0
1542,724.500,167.500,103.500,0,0
1543,725.000,167.500,103.500,0,0
1544,725.500,168.000,103.500,0,0
1545,726.000,168.500,103.500,0,0
1546,726.500,169.000,103.500,0,0
1547,727.000,169.000,103.500,0,0
1548,727.500,169.000,103.500,0,0
1549,728.000,169.000,103.500,0,0
1550,728.500,169.500,103.500,0,0
1551,729.000,169.500,103.500,0,0
1552,729.500,170.000,103.500,0,0
1553,730.000,170.000,103.500,0,0
1554,730.500,170.000,103.500,0,0
1555,731.000,170.000,103.500,0,0
1556,731.500,170.000,103.500,0,0
1557,732.000,170.000,103.500,0,0
1558,732.500,170.500,103.500,0,0
1559,733.000,170.500,103.500,0,0
1560,733.500,170.500,103.500,0,0
1561,734.000,170.500,103.500,0,0
1562,734.500,170.500,103.500,0,0
1563,735.000,171.000,103.500,0,0
1564,735.500,171.000,103.500,0,0
1565,736.000,171.000,103.500,0,0
1566,736.500,171.000,103.500,0,0
1567,737.000,171.500,103.500,0,0
1568,737.500,171.500,103.500,0,0
1569,738.000,171.500,103.500,0,0
1570,738.500,171.500,103.500,0,0
1571,739.000,172.000,103.500,0,0
1572,739.500,172.500,103.500,0,0
1573,740.000,172.500,103.500,0,0
1574,740.500,173.000,103.500,0,0
1575,741.000,173.000,103.500,0,0
1576,741.500,173.000,103.500,0,0
1577,742.000,173.000,104.000,0,0
1578,742.500,173.000,104.000,0,0
1579,743.000,173.500,104.000,0,0
1580,743.500,173.500,104.000,0,0
1581,744.000,174.000,104.000,0,0
1582,744.500,174.500,104.000,0,0
1583,745.000,174.500,104.000,0,0
1584,745.500,174.500,104.000,0,0
1585,746.000,174.500,104.000,0,0
1586,746.500,174.500,104.000,0,0
1587,747.000,174.500,104.000,0,0
1588,747.500,174.500,104.000,0,0
1589,748.000,175.000,104.000,0,0
1590,748.500,175.500,104.000,0,0
1591,749.000,175.500,104.000,0,0
1592,749.500,175.500,104.000,0,0
1593,750.000,175.500,104.000,0,0
1594,750.500,175.500,104.500,0,0
1595,751.000,175.500,104.500,0,0
1596,751.500,175.500,104.500,0,0
1597,752.000,175.500,104.500,0,0
1598,752.500,175.500,105.000,0,0
1599,753.000,175.500,105.000,0,0
1600,753.500,176.000,105.000,0,0
